GEOID,MEDRENT,MVALOO,PCTKID,PCTOLD,AVGPERHH,PCTFRMPOP,FEMLBR,PCTFHH,PCTPOV,PCTRENT,PCTMOBL,HOUDEN,PCTNOHS,PCTCVLBF,PCTVOTE,LGINREV,GENEXPPC,EXPED,INFMTR,CHILLD,DISNWR,LBWB,HUWNF,HUWNP,MD
39023,487,90500,0.0655,0.1469,2.49,0.01083,0.4811,0.18462,0.10401,0.26446,0.05005,152.69344,84.8,0.99678,0.4613,2883,2790,203783,77.8,88.29504,569.15063,11.19233,6.49431,4.90528,1.45086
48323,323,50200,0.09954,0.09502,3.6,0.00402,0.43426,0.18591,0.34765,0.26745,0.13977,11.6313,53.7,0.9985,0.23128,3085,3215,88136,46.8,42.92027,715.47878,13.10865,34.46307,58.56608,0.63429
4019,544,114600,0.06617,0.14162,2.47,0.00144,0.46272,0.18491,0.14315,0.32379,0.12846,39.9223,86.4,0.98605,0.46629,2883,2776,939924,65.8,63.81067,531.04844,1.65927,15.81045,13.15562,0.20148
35006,355,62600,0.07935,0.10682,2.95,0.00758,0.49655,0.24264,0.23653,0.18523,0.28098,2.27529,76.4,0.99838,0.35542,1877,1995,23294,75.4,50.40047,694.66693,14.84665,3.90701,151.98281,0.3907
34005,758,137400,0.06418,0.12569,2.65,0.00304,0.47081,0.15043,0.04554,0.21617,0.01536,200.49343,90.6,0.97488,0.52711,3652,3366,907825,54.2,65.51817,332.10201,8.54996,9.8726,5.92828,7.88863
50021,517,96000,0.05163,0.14953,2.39,0.01273,0.48121,0.15478,0.10592,0.24069,0.07388,34.64875,88.5,0.9988,0.49869,2570,2288,94206,64,79.17981,491.64038,5.83596,12.77603,14.19558,1.41956
13099,292,58600,0.07091,0.15744,2.58,0.02169,0.50881,0.2966,0.25045,0.24279,0.33102,10.44148,72.1,0.99867,0.43184,2718,2741,20424,112,89.84944,811.07334,18.61745,18.61745,21.85527,0
25007,741,304000,0.05451,0.14366,2.3,0.00767,0.46749,0.16539,0.07226,0.12429,0.00081,142.95625,92,1,0.70414,6111,6719,41214,12.6,68.72623,285.58084,8.00694,0,3.33623,0
38049,267,32600,0.04911,0.21797,2.35,0.20378,0.43689,0.08348,0.15634,0.15722,0.13074,1.59171,86.1,0.99273,0.40354,2262,2171,7636,70.2,90.19542,464.3394,6.68114,10.02171,50.10857,0
31179,404,76700,0.05309,0.13725,2.51,0.13105,0.48214,0.08435,0.1276,0.32987,0.04069,8.25835,89.8,1,0.38656,2815,2565,14820,66.6,50.75627,256.82672,6.09075,0,8.121,0
38045,287,34600,0.04425,0.23399,2.38,0.21293,0.44409,0.05963,0.14423,0.16601,0.05196,1.97964,84.6,0.99908,0.47671,5258,5129,6851,102.6,80.83387,276.53691,6.38162,23.39928,40.41693,0
16023,335,68700,0.06554,0.14936,2.64,0.15212,0.44931,0.10087,0.18006,0.1938,0.18992,0.57774,88.2,1,0.48638,4477,3908,3857,45.4,68.98931,493.27354,10.3484,6.89893,10.3484,3.44947
33007,399,70500,0.05062,0.18462,2.33,0.00849,0.46923,0.13389,0.09758,0.20481,0.09902,10.89931,84.7,0.9991,0.49373,3108,3026,49055,57,99.06074,581.37779,3.92619,2.71813,23.25511,1.51007
38043,260,33400,0.04976,0.24047,2.34,0.31675,0.42302,0.05965,0.19506,0.13168,0.15342,1.1919,80.6,0.99838,0.44606,3167,3281,4191,170.4,105.33963,326.91609,3.6324,0,25.42681,0
48273,447,51800,0.07595,0.10584,2.78,0.00564,0.42736,0.19677,0.25446,0.35408,0.08154,14.63081,75.5,0.96208,0.31304,2688,2583,44644,54,57.05411,567.68836,10.45992,31.06279,16.79927,0
18127,625,127000,0.06463,0.1088,2.62,0.00588,0.44517,0.12695,0.05791,0.22138,0.07229,137.80106,91.3,0.99914,0.50352,3119,3346,229934,76.2,59.81008,359.20108,7.49329,1.70302,8.99195,2.58859
28101,345,54300,0.0713,0.14928,2.57,0.02541,0.47457,0.21952,0.19187,0.16082,0.23242,16.0182,79,0.98571,0.45128,2320,2391,39830,85.8,84.71472,734.04158,13.2796,0,37.54923,0.45792
37163,387,76700,0.07324,0.12809,2.64,0.03451,0.46004,0.19652,0.17339,0.23514,0.33195,26.59263,74.8,0.99779,0.43281,2349,2304,83269,94.4,79.28725,807.33366,11.96789,9.6408,24.10199,0.16622
47127,402,85600,0.05784,0.15488,2.55,0.10958,0.45389,0.09899,0.0939,0.14314,0.18211,19.46896,81.3,0.99209,0.51429,1864,1762,5995,0,60.97561,555.74913,5.22648,0,8.7108,0
12103,616,96500,0.04922,0.22525,2.17,0.00002,0.48159,0.17906,0.09773,0.25147,0.10438,1720.39511,87.8,0.99731,0.50276,2946,2996,1022580,76.4,100.56626,513.36868,8.38866,31.97024,7.43368,4.35169
17065,308,47800,0.05939,0.19197,2.43,0.07006,0.4666,0.11248,0.12597,0.16144,0.17525,9.15296,78.7,1,0.49461,2967,3426,14414,113.8,109.03608,566.05962,10.43962,8.11971,23.19917,0
5105,408,58700,0.06308,0.14771,2.52,0.03722,0.44132,0.11871,0.13792,0.151,0.28137,8.53451,82.4,0.99893,0.41914,1486,1468,11010,62,78.36223,823.78294,37.22206,3.91811,18.61103,0.97953
20023,314,48500,0.04708,0.26604,2.29,0.15324,0.45361,0.075,0.09258,0.18949,0.05868,1.60411,86.7,1,0.4733,2944,2796,5169,91,91.62717,249.60506,3.15956,12.63823,34.75513,0
8029,504,115500,0.0577,0.19663,2.43,0.05993,0.44871,0.10957,0.11755,0.20066,0.19202,10.83433,84.5,0.99975,0.5545,3101,3189,35115,73.8,84.06984,490.04814,6.10764,6.82618,14.73019,2.15564
19185,303,35600,0.05022,0.23789,2.34,0.14755,0.46911,0.09432,0.13715,0.17397,0.09145,6.38699,85.2,0.99937,0.44294,3428,3461,8822,119,130.7578,528.97474,5.94354,5.94354,34.17533,7.42942
48165,343,48000,0.0835,0.10299,3.07,0.03062,0.38625,0.11022,0.21559,0.18558,0.22828,3.60103,56.8,1,0.28112,4851,4051,32653,30.6,51.84212,501.83176,16.58948,1.38246,10.36843,1.38246
1093,328,63500,0.0601,0.15807,2.39,0.01733,0.44755,0.13341,0.15157,0.19576,0.25617,19.44403,70,0.99964,0.39582,1821,1955,35680,97.8,92.90703,850.2595,8.00923,11.53329,17.6203,1.28148
37189,548,139300,0.03912,0.10969,2.26,0.01619,0.47668,0.11998,0.15836,0.26491,0.1043,74.09363,86.1,0.9997,0.66453,2173,2073,35897,69.6,50.35719,449.93559,5.62127,16.39536,10.30566,0.46844
51770,448,80300,0.06532,0.16394,2.2,0,0.5008,0.28609,0.15586,0.40582,0.00692,1055.43377,80.9,0.99831,0.42958,3829,3870,111268,124.6,102.09565,682.11272,13.48632,9.16648,9.27184,1.26434
48317,311,53800,0.08618,0.13317,2.87,0.06995,0.42036,0.12251,0.18373,0.22129,0.20917,2.07482,70.6,1,0.36136,3964,3913,9511,116,92.70965,387.6949,10.53519,0,18.96334,4.21408
48037,459,66600,0.06412,0.13794,2.5,0.01226,0.48059,0.2119,0.1638,0.26334,0.15451,41.06795,82.8,0.99814,0.39399,2455,2495,138156,87.6,82.63723,658.52238,11.19746,5.82268,18.58778,0.55987
49057,544,125600,0.09009,0.10319,2.95,0.0032,0.45179,0.14142,0.0917,0.23431,0.04431,122.41373,88.6,0.99246,0.37344,2333,2304,229753,54.6,46.4553,376.57798,13.73815,3.86704,4.57938,0.61058
29127,358,66600,0.06759,0.16646,2.44,0.03369,0.48434,0.16789,0.11602,0.26441,0.05979,28.40414,82.8,0.99949,0.44374,3657,4616,91619,44.6,98.27141,526.70649,10.95832,4.24193,3.88844,4.24193
36045,486,68200,0.07338,0.11301,2.58,0.01647,0.42307,0.14754,0.12307,0.29891,0.14191,42.50118,87.3,0.81646,0.34801,3782,4081,256440,58.4,61.57261,539.92375,9.57597,15.12467,9.75496,1.07394
19097,386,76500,0.05878,0.17284,2.47,0.12027,0.47251,0.11079,0.10091,0.2169,0.09509,14.06876,86.6,0.99851,0.49059,2824,2776,26999,70,87.2093,370.02365,5.41979,9.36145,24.14269,2.46354
38063,275,36100,0.03715,0.27429,2.18,0.13567,0.4669,0.08458,0.09852,0.15988,0.06256,2.05171,88.7,0.9918,0.4716,3075,2742,4697,0,161.5074,293.40511,8.07537,0,0,0
36019,479,84200,0.05134,0.1187,2.47,0.01282,0.47412,0.15508,0.12676,0.28002,0.164,31.85043,83.4,0.99971,0.41727,3920,3969,186587,60.8,64.33524,585.15032,7.25962,7.25962,12.26625,0.50066
8045,657,200700,0.07454,0.08769,2.65,0.01749,0.43375,0.11209,0.07321,0.32608,0.16601,5.88247,86.4,0.99924,0.5271,3348,3944,75046,61,39.96255,333.40184,11.64623,7.07908,4.11043,1.14179
29177,455,81000,0.06624,0.1282,2.63,0.05357,0.44326,0.10688,0.06667,0.19166,0.07779,16.45565,85.9,0.9982,0.47328,2496,2385,26519,69.6,76.21821,447.88901,8.99204,5.99469,13.27396,3.85373
39073,386,83300,0.06653,0.1313,2.54,0.01434,0.45105,0.1319,0.13141,0.21736,0.17593,28.7191,83,0.99922,0.45894,3039,2963,28493,61,79.31731,725.18679,8.85238,0,46.38646,2.83276
1085,298,55500,0.07452,0.12217,2.73,0.04008,0.49733,0.35173,0.3124,0.14153,0.36097,8.08006,73.4,0.99684,0.54019,2160,2119,21354,97,72.73807,1189.04476,20.04008,4.45335,38.59571,0
13043,353,62700,0.07153,0.15172,2.72,0.04657,0.44246,0.19951,0.25039,0.23298,0.37272,15.7688,70.9,0.9977,0.36734,3837,3679,14224,133.2,88.75431,659.91438,11.48585,42.8109,25.06004,1.04417
19113,510,99400,0.07003,0.1224,2.43,0.01641,0.47732,0.13792,0.06338,0.2598,0.05917,112.27559,92.9,0.99959,0.59138,3200,3410,356382,53.8,56.85938,306.25818,7.66819,18.30976,5.8946,0.99113
6105,487,112000,0.04239,0.17209,2.29,0.0129,0.46608,0.15586,0.18215,0.20125,0.26466,2.51053,90.5,1,0.48948,6327,6180,26644,84.4,86.00829,959.91399,21.50207,2.30379,56.05898,2.30379
13215,500,84000,0.07344,0.11711,2.54,0.0003,0.46353,0.28657,0.14891,0.39995,0.03758,352.27042,83.9,0.89794,0.39758,2808,2941,272198,153.8,73.4335,607.061,16.64063,8.21296,5.7437,2.52294
28135,285,42300,0.06979,0.13219,2.81,0.02483,0.47472,0.32262,0.3192,0.2194,0.24076,8.86911,64,1,0.46588,2428,2392,18933,74.4,75.15265,1209.82353,18.11716,4.02604,32.20828,1.34201
20005,378,56500,0.06367,0.16234,2.51,0.06939,0.49278,0.1468,0.12508,0.24582,0.06571,15.77,88.3,1,0.4287,2477,2559,20189,88,87.63563,393.46608,8.94241,4.17313,4.76929,0.59616
48003,397,42500,0.07359,0.12465,2.81,0.00577,0.42969,0.12475,0.1628,0.17333,0.17907,3.59847,73.2,1,0.35597,4888,4415,25172,109,66.1335,509.84313,19.22485,1.53799,21.53184,0.76899
39109,522,109600,0.06397,0.13246,2.54,0.02809,0.47111,0.13306,0.06606,0.26227,0.01928,99.63149,87,0.99935,0.53412,3001,2963,144555,48.4,73.93697,374.53979,6.979,5.96755,4.75381,2.83206
48375,451,54400,0.08272,0.11715,2.61,0.00211,0.46255,0.22198,0.18035,0.36495,0.08393,49.04976,75.7,0.99903,0.26433,4464,4106,253137,115.4,77.41356,603.3678,17.79015,11.27296,9.24735,0.70456
40133,375,39300,0.06704,0.16747,2.54,0.03917,0.46979,0.18755,0.20306,0.23605,0.15019,17.62186,79.2,0.99914,0.34454,2511,2551,34990,121.2,112.4769,831.12397,12.0511,4.01703,21.69197,2.81192
45003,475,87600,0.06653,0.12828,2.53,0.00704,0.46961,0.1942,0.13648,0.21861,0.24423,57.78812,82.6,0.99654,0.48944,1933,2189,186719,94.8,66.78265,622.29923,12.48667,9.47023,10.94338,0.4209
6045,600,170200,0.05956,0.13573,2.53,0.02026,0.46532,0.1781,0.15655,0.34878,0.1329,10.52645,83.4,0.99849,0.46387,5869,5924,167622,70.8,70.59642,693.67646,1.0433,9.50559,42.89109,0
51550,642,122300,0.07165,0.08959,2.79,0.00266,0.47883,0.1809,0.07159,0.2417,0.02807,213.28951,88.7,0.93971,0.53981,3695,3754,292734,105.8,52.9661,423.6284,11.79814,9.68953,8.73564,1.30533
56037,428,104200,0.06859,0.08,2.62,0.01106,0.42833,0.12797,0.07633,0.22103,0.23215,1.52715,89.5,0.9983,0.44408,6146,5730,92419,104.8,43.60195,371.41414,13.29328,0,3.45625,0.26587
48169,315,38700,0.06466,0.14142,2.65,0.05932,0.44187,0.15271,0.20115,0.25311,0.0778,2.15284,56.4,1,0.3592,3801,3437,10207,0,90.31199,677.3399,10.26273,0,20.52545,0
54031,375,74700,0.05959,0.14871,2.42,0.04626,0.46687,0.12542,0.12945,0.14252,0.21602,12.19596,79.3,1,0.42679,2036,1708,15093,40.8,87.61544,681.19031,8.68261,0,106.55932,0.78933
55089,642,177300,0.06158,0.12582,2.61,0.01074,0.46119,0.08664,0.02524,0.22832,0.00309,138.10735,94.5,0.99921,0.64829,2992,3261,138990,40.8,56.00301,163.87866,6.43852,9.47556,2.30815,1.70074
47163,419,88000,0.05581,0.15894,2.36,0.00787,0.45563,0.1441,0.1271,0.22337,0.13892,167.18803,81.8,0.99885,0.41815,1898,2213,186683,92.4,83.24186,723.82521,9.73551,7.18729,16.07339,1.43746
45059,448,74800,0.06569,0.13179,2.55,0.0189,0.47502,0.2177,0.13869,0.19571,0.33586,42.2858,73.8,0.99902,0.37779,2211,2245,76231,102.2,76.76053,807.13557,10.78097,9.631,13.22466,0.28749
56011,393,85400,0.05198,0.14744,2.51,0.11466,0.43956,0.07533,0.08986,0.15775,0.29336,1.02673,91.4,1,0.62562,4877,4559,12538,0,66.24766,387.29404,6.79463,0,6.79463,0
55117,482,106800,0.06403,0.13966,2.5,0.0157,0.46056,0.10679,0.05023,0.27133,0.0289,89.45545,89,0.99974,0.55135,3606,3671,201736,77.8,72.61687,267.56387,6.03661,8.07841,7.63454,0.79896
25013,535,117400,0.0652,0.14522,2.52,0.00092,0.48351,0.24108,0.14253,0.35922,0.01554,300.57568,83.2,0.99799,0.43338,3147,3151,786595,58.4,78.25035,641.30216,10.17035,11.617,7.07979,0.54797
48055,472,68000,0.07355,0.12484,2.82,0.03414,0.4622,0.1782,0.12335,0.27569,0.24704,21.80749,74.5,0.9981,0.36181,1956,1820,41281,77.6,60.88091,544.82202,11.18221,13.66714,35.41033,0.31062
20029,312,42400,0.04928,0.23218,2.31,0.07499,0.48149,0.1023,0.10138,0.22117,0.04237,6.76048,89,0.99884,0.43348,3660,3713,24926,93.4,121.73744,295.09155,6.8173,0,0,0
6027,516,161300,0.05355,0.19108,2.31,0.00362,0.46945,0.15435,0.12505,0.29053,0.26532,0.8862,89.2,1,0.47551,7100,7052,41149,63.8,95.29117,441.34857,78.57342,3.90081,21.17582,1.67178
1037,295,59500,0.0622,0.14432,2.52,0.03385,0.45556,0.18579,0.14424,0.11592,0.32888,9.41389,71.9,0.99808,0.45591,1404,1455,11984,145,77.85609,1039.17391,13.93214,18.02983,10.65399,0
19059,416,96800,0.05346,0.20634,2.27,0.05443,0.46557,0.09979,0.0587,0.13723,0.09881,29.85094,92.8,0.99977,0.6032,3931,4082,25071,109.4,89.50317,258.76766,6.69752,16.43936,9.74184,3.04433
21095,306,43000,0.0612,0.13942,2.47,0.00398,0.46951,0.18516,0.32113,0.23473,0.24226,32.14255,67.2,0.99942,0.2986,2004,1986,35064,78.2,92.7655,1845.37076,10.54153,34.93765,40.6602,0
20061,461,69400,0.09429,0.09425,2.61,0.01735,0.45701,0.17036,0.11787,0.43323,0.15854,31.08737,90.5,0.81362,0.28962,4247,4013,48047,159,59.04033,438.68752,21.11139,13.95499,3.5782,1.7891
42011,545,104900,0.06164,0.15039,2.55,0.01018,0.46359,0.14257,0.09154,0.24531,0.03761,174.90453,82.6,0.99921,0.48175,2957,3043,600143,74.2,77.40112,405.57973,8.35033,12.28462,12.01698,1.98053
47019,393,77300,0.05566,0.15007,2.35,0.00973,0.45393,0.15852,0.16406,0.22728,0.21443,76.00059,76.2,1,0.38365,1301,1450,56028,95,83.35977,813.85922,10.04547,9.51676,22.02954,0
27083,445,81000,0.06576,0.14561,2.49,0.08212,0.47492,0.10836,0.09605,0.29831,0.02632,14.41954,87.8,0.99929,0.49982,4509,4946,42271,84,75.90954,248.18092,6.29302,14.15929,12.58604,0.78663
51037,339,72700,0.05524,0.17503,2.47,0.0692,0.46771,0.18708,0.17864,0.19376,0.23928,12.07183,70.7,1,0.49367,2009,1889,15118,13.8,105.03528,748.07569,13.63053,28.06286,75.36883,0
47179,446,96700,0.05897,0.13923,2.33,0.01747,0.46403,0.1575,0.13422,0.29438,0.12581,146.42211,84.1,0.99785,0.45693,1891,1853,89395,92.8,77.70667,678.93058,9.32853,9.60839,15.67193,2.14556
45071,385,78000,0.06442,0.14742,2.5,0.01482,0.48735,0.22969,0.16573,0.1934,0.24392,26.64204,73.8,0.9982,0.45763,2164,1938,47802,115.2,74.77567,745.26421,13.29345,7.47757,15.78598,0.55389
51093,502,129300,0.06021,0.12238,2.61,0.02126,0.4564,0.15959,0.08238,0.17976,0.17703,38.19926,85.1,0.98909,0.67267,2110,1922,35593,59.2,63.24004,565.46017,8.0732,7.40043,3.36383,0.33638
41069,410,66300,0.04719,0.23271,2.32,0.15255,0.43354,0.05843,0.15449,0.21615,0.1924,0.49099,88.1,1,0.52489,4735,4140,3898,0,84.03361,523.59405,0,0,45.24887,0
29023,354,59400,0.06379,0.16676,2.39,0.02476,0.4867,0.17078,0.18198,0.27824,0.13984,26.81853,75.5,0.99911,0.42425,1958,1953,54802,142.6,97.87848,874.78895,11.25603,5.87271,11.74542,2.69166
22047,341,76700,0.06471,0.10744,2.81,0.0063,0.47655,0.27147,0.20735,0.20213,0.22312,19.32142,72.1,0.99935,0.49283,2564,2604,40890,79,70.82833,780.61225,15.60624,16.20648,22.80912,0
28125,283,49300,0.08587,0.11322,2.99,0.03769,0.48873,0.36501,0.37872,0.30878,0.22641,5.64869,70.2,1,0.42477,2270,2125,8626,61,79.02736,954.4073,22.79635,6.07903,45.59271,1.51976
51061,705,162700,0.06395,0.10499,2.75,0.03143,0.4528,0.11242,0.05376,0.2247,0.02129,32.39341,89,0.99732,0.6206,2714,2314,79193,42.2,53.50115,313.02708,7.25439,10.33751,20.67502,0.54408
51750,437,95100,0.03537,0.09238,2.25,0,0.51472,0.19478,0.25853,0.52485,0.02803,624.94908,88.4,0.99766,0.34233,1681,1971,11912,53.2,50.44454,472.91759,5.67501,5.04445,0,1.26111
32005,780,181800,0.05153,0.15165,2.5,0.008,0.45643,0.1109,0.07213,0.22193,0.08745,26.77467,90.7,0.99859,0.62784,3362,3350,52833,44.4,55.0183,365.98076,5.81691,4.60506,7.02877,0.96949
12037,419,105300,0.04603,0.15746,2.28,0.00271,0.46402,0.14778,0.14959,0.11838,0.20209,13.19029,79.8,0.99927,0.54527,3191,2731,11346,85.6,81.3964,656.59763,9.04404,19.8969,1.80881,0.9044
18055,375,66800,0.06243,0.15261,2.44,0.03996,0.45839,0.12033,0.10755,0.17737,0.22607,27.78691,83.5,0.99876,0.41104,3209,2717,43279,105,88.06587,602.28609,7.84148,6.9367,20.50849,0.90479
18139,446,82300,0.06818,0.14758,2.6,0.06259,0.44659,0.11571,0.07125,0.24424,0.0661,17.97051,84.2,1,0.41778,2968,2813,19346,34.6,82.68989,421.11604,8.76184,19.16653,18.61892,0.54762
55131,620,155000,0.06783,0.11245,2.65,0.01466,0.46083,0.09595,0.03578,0.22976,0.01853,106.32747,92,0.9992,0.63332,2992,3308,182638,38.6,51.49243,206.22505,5.87269,5.02158,6.97914,1.10645
29105,371,73000,0.06899,0.14136,2.52,0.0577,0.46205,0.13036,0.14117,0.24267,0.22584,18.69818,80.3,0.9986,0.50205,1692,2021,44957,67.6,87.96481,656.66041,8.61194,9.22708,22.45256,3.38326
42085,443,76000,0.05749,0.18073,2.44,0.01321,0.46582,0.15729,0.10883,0.22195,0.09469,74.21482,86.3,0.99899,0.44742,2303,2438,166268,91.6,96.93,490.13658,8.72869,5.98539,30.42571,7.98051
5031,454,79200,0.06866,0.11762,2.46,0.0107,0.46378,0.16706,0.14907,0.33165,0.10463,49.42462,82.7,0.99962,0.37698,2334,2200,87280,96.8,68.53484,579.92891,2.67809,6.9387,4.50407,0
29195,391,59700,0.06125,0.1627,2.45,0.06866,0.47234,0.15456,0.12203,0.27797,0.08095,13.26054,79.6,0.9969,0.41455,2839,1995,28961,49.8,96.81765,428.94427,10.9446,4.20946,19.36353,0.84189
17193,313,43100,0.05101,0.20851,2.29,0.05628,0.45632,0.11312,0.12192,0.19464,0.16367,14.93928,85.5,1,0.48487,2167,2276,18675,0,138.57264,616.74582,11.05979,0,8.45749,0
17039,409,74300,0.06209,0.15871,2.44,0.03929,0.4608,0.12257,0.08013,0.23263,0.06935,18.31581,89.4,1,0.4644,3506,3744,26540,126.6,87.51042,379.21181,8.92963,7.14371,5.95309,0
32033,452,70000,0.05991,0.13495,2.42,0.01492,0.457,0.14114,0.09433,0.17279,0.18202,0.50011,84.9,1,0.41847,3342,3259,14068,71.6,68.61998,569.65472,10.89206,10.89206,2.17841,1.08921
27049,477,116000,0.06098,0.14966,2.53,0.08215,0.46713,0.10345,0.05552,0.19951,0.0684,23.57867,90.6,0.99963,0.58456,3991,3766,70573,46.4,71.8381,211.88841,6.79856,11.78417,12.91726,0.90647
37173,384,86800,0.06146,0.15284,2.44,0.00648,0.47017,0.19664,0.1789,0.16763,0.22716,13.45389,80,1,0.4471,2026,1953,14243,58.4,87.13757,795.03393,8.48242,16.96484,40.86983,0
12101,518,79600,0.0526,0.26802,2.3,0.00284,0.47332,0.13258,0.105,0.1498,0.25156,233.22414,85.4,0.99884,0.62323,1923,1785,366993,59.2,115.61498,658.18746,6.96126,33.41407,6.75823,1.18922
12119,410,100400,0.03952,0.27403,2.27,0.01798,0.46542,0.11606,0.12087,0.11141,0.37686,46.16752,81.9,0.99943,0.91608,1508,1504,44078,108.6,86.4186,651.04508,6.74852,17.05877,12.18484,0
36059,964,242300,0.06491,0.15049,2.93,0.00001,0.46249,0.14103,0.05143,0.19235,0.00091,1598.07109,89.8,0.99932,0.47628,5368,5393,3493508,49,71.54504,356.20407,9.32154,5.23774,6.37671,4.90804
38091,271,34600,0.05624,0.19575,2.45,0.20151,0.42582,0.06457,0.06997,0.17059,0.12267,1.72806,88.5,0.99542,0.45704,2813,2531,2474,265,79.71656,212.5775,8.8574,8.8574,22.14349,0
18163,458,82400,0.06217,0.15314,2.33,0.00335,0.48495,0.1896,0.10711,0.3072,0.03229,325.27604,86.5,0.99953,0.45169,2579,2676,185062,77.8,85.62022,496.0389,9.77187,5.75843,5.87476,0.93066
29071,471,96400,0.06916,0.1208,2.66,0.02226,0.45657,0.12266,0.06923,0.20029,0.14443,41.49825,83.5,0.99948,0.52547,1847,1889,113116,54.2,68.8648,447.30137,8.95456,6.50271,11.08659,1.06602
37011,430,88000,0.04806,0.15716,2.34,0.0487,0.44758,0.13088,0.1366,0.10637,0.15591,48.22267,81.6,0.99781,0.46269,2247,1974,21184,24.6,82.13433,618.62876,11.06775,0,5.24262,0.58251
54107,429,77500,0.05784,0.15466,2.39,0.00654,0.45712,0.15748,0.13615,0.24296,0.08702,108.3204,85.9,0.99815,0.40918,1555,1626,108245,67.4,94.78781,657.71827,8.06947,4.20521,10.00159,2.5004
55007,369,86100,0.05289,0.16412,2.4,0.0343,0.46507,0.11298,0.12396,0.09278,0.08084,7.88484,91,0.99892,0.63065,3926,4197,25883,58.2,84.59335,492.24006,8.65916,1.33218,78.59855,0.66609
47161,420,76800,0.05877,0.14899,2.49,0.0152,0.44212,0.10898,0.12336,0.17166,0.26334,13.03656,79.2,0.96744,0.44519,1831,1691,13571,118.2,92.15845,748.58529,9.70089,21.827,71.94826,0.80841
55097,477,98300,0.059,0.10946,2.54,0.0245,0.47154,0.11075,0.09041,0.27417,0.06725,32.97615,90.3,0.99968,0.58679,3065,3017,90170,34.6,50.0134,292.63791,5.95398,8.03787,14.14069,1.78619
45063,548,106300,0.06834,0.10179,2.56,0.00582,0.46562,0.16171,0.08949,0.20857,0.23135,130.10797,87.5,0.99557,0.50697,3414,3429,384032,75.6,55.78342,458.81286,10.60117,8.51797,10.50858,0.27776
24003,798,159300,0.06756,0.0997,2.65,0.00148,0.46434,0.15286,0.0497,0.23403,0.02045,449.43261,89.9,0.95759,0.53021,2876,2735,749562,75.6,54.7323,311.87201,9.86407,6.12675,5.5345,0.8169
55039,500,101000,0.06014,0.1433,2.52,0.03148,0.47125,0.11242,0.05623,0.25441,0.05083,54.3235,88.6,0.99937,0.53777,3463,3794,188971,60.6,70.81483,259.51735,7.4001,15.41687,5.13896,0.30834
54101,285,47500,0.05145,0.15249,2.41,0.0212,0.4377,0.15092,0.31444,0.15987,0.25431,9.48433,68.5,0.99707,0.31454,1639,1770,13509,18.8,90.5443,1659.63577,8.2313,17.49151,138.90318,1.02891
55061,428,92100,0.0591,0.15243,2.61,0.08065,0.45921,0.09084,0.05771,0.16859,0.06788,23.99311,88.8,1,0.53435,3222,3613,33807,25.8,75.79135,254.61931,4.45832,4.45832,10.8981,1.48611
48369,395,49400,0.08566,0.1272,2.97,0.08047,0.41218,0.10589,0.16693,0.24625,0.11442,4.23292,63.3,1,0.37071,2578,2369,18070,143,65.89457,443.29074,9.98403,1.99681,12.97923,0.9984
40151,359,46300,0.04445,0.19892,2.2,0.0637,0.45222,0.11993,0.13302,0.24755,0.08304,3.49145,88.5,1,0.43085,2867,2891,14822,47.2,127.6268,358.67532,9.90208,5.50116,6.60139,1.10023
21063,232,54800,0.06461,0.13352,2.54,0.13693,0.43379,0.13292,0.25652,0.15031,0.37206,13.28005,64.3,1,0.3727,1700,1606,8227,54,80.02371,1363.36692,4.44576,7.4096,60.75874,0
25003,499,116800,0.0516,0.17949,2.3,0.00502,0.48708,0.17534,0.09043,0.27927,0.02594,71.19035,89.9,0.9998,0.49002,2834,2996,233453,35.6,91.14284,466.31049,6.81719,5.55749,6.44669,1.2597
29041,317,43800,0.0506,0.22328,2.38,0.20277,0.47068,0.09684,0.11306,0.15812,0.11271,5.62266,84,0.99925,0.49941,1847,2091,11656,51,131.54776,471.67575,8.29581,0,29.62787,2.37023
8103,399,94700,0.0568,0.11176,2.5,0.0441,0.4483,0.10936,0.09288,0.23748,0.13695,0.88638,92.2,0.99746,0.52573,8107,7907,21767,87.6,60.14033,414.30003,11.69395,0,0,5.01169
8087,482,95900,0.08476,0.13032,2.8,0.07802,0.43037,0.12283,0.12075,0.28953,0.16686,8.0989,77.4,0.99936,0.37665,2963,2754,39473,79.8,63.67083,415.51654,15.8257,13.61746,10.30511,0.73608
41045,443,86900,0.07553,0.13668,2.77,0.09192,0.46153,0.14511,0.16654,0.32957,0.1857,1.13613,78.7,1,0.33,3683,3465,61130,83.6,62.94481,536.77052,8.54025,1.26522,5.6935,0.94892
34023,845,168500,0.06584,0.12343,2.74,0.00036,0.46157,0.1509,0.06426,0.32318,0.0088,883.498,87.9,0.99965,0.42793,3222,3253,1377012,54.2,61.62669,387.06306,9.8912,9.09137,6.0387,1.58632
20167,325,41100,0.05048,0.24071,2.23,0.07286,0.47665,0.11232,0.11655,0.20537,0.03978,4.37559,87.8,1,0.44681,4407,4566,9849,59.4,112.61873,512.8901,4.07056,0,29.85075,0
17155,445,89100,0.05932,0.15889,2.52,0.06375,0.4537,0.09606,0.05504,0.14543,0.06891,18.07259,88.3,0.99967,0.54831,1879,1878,6170,66,73.94019,402.56326,6.57246,0,3.28623,0
