GEOID,MEDRENT,MVALOO,PCTKID,PCTOLD,AVGPERHH,PCTFRMPOP,FEMLBR,PCTFHH,PCTPOV,PCTRENT,PCTMOBL,HOUDEN,PCTNOHS,PCTCVLBF,PCTVOTE,LGINREV,GENEXPPC,EXPED,INFMTR,CHILLD,DISNWR,LBWB,HUWNF,HUWNP,MD
31039,398,66000,0.06518,0.20239,2.53,0.20602,0.4439,0.07544,0.08762,0.2636,0.04343,7.48776,83.2,0.99981,0.40057,2646,2593,12540,79.4,87.22925,177.3988,7.84083,0,15.68166,0
53069,519,147500,0.05282,0.18462,2.42,0.02458,0.4453,0.08837,0.07871,0.17634,0.23828,6.78171,92.3,1,0.5999,4028,3752,4699,219.2,109.83264,695.6067,5.23013,10.46025,57.53138,2.61506
35011,371,45800,0.05089,0.25357,2.35,0.13661,0.45127,0.10894,0.17098,0.15532,0.24178,0.56218,78.1,1,0.46607,3559,3562,4347,105.2,102.67857,589.28571,4.46429,0,8.92857,0
31109,519,105900,0.06664,0.1042,2.4,0.01229,0.47781,0.14856,0.09078,0.37611,0.02589,124.2335,92.9,0.9964,0.50937,2984,3009,402342,63.6,47.86429,294.21753,9.34912,7.23158,4.87433,0.5993
31129,315,33000,0.04944,0.24362,2.26,0.15029,0.46514,0.07059,0.11054,0.1751,0.02964,4.39771,89.8,1,0.43919,1399,1184,0,0,128.5347,338.14515,7.90983,0,15.81966,0
46099,516,101200,0.0728,0.11001,2.46,0.01641,0.48325,0.1466,0.07277,0.34006,0.06478,74.39698,90.5,0.9974,0.54324,2539,2456,188640,63.2,55.90737,274.47886,8.90202,32.77561,5.19284,0.6744
48327,339,28900,0.04661,0.21949,2.34,0.09831,0.43865,0.13083,0.25297,0.15619,0.20349,1.78177,77.9,1,0.43136,3262,3355,5342,71.4,122.88136,614.40678,8.47458,8.47458,38.13559,4.23729
6091,513,128600,0.04135,0.17693,2.32,0.02391,0.47309,0.1217,0.11167,0.20254,0.09809,2.30968,90.6,1,0.56006,8502,8771,12058,66.6,75.94937,689.17018,281.29395,0,56.25879,73.13643
21053,294,50200,0.06311,0.1503,2.34,0.12643,0.47709,0.14088,0.25503,0.19149,0.30749,24.75438,59.8,0.99649,0.43305,1778,1682,11194,47.6,85.11522,1206.1449,8.30392,10.37991,45.67158,0
39063,487,100400,0.06771,0.13217,2.49,0.03488,0.46239,0.12731,0.0726,0.25194,0.06997,56.05533,90.6,0.99888,0.5187,2730,2755,89119,79.8,68.58826,288.94032,9.25731,3.64682,3.3663,2.2442
48189,408,53800,0.0833,0.12876,2.86,0.02249,0.4433,0.15248,0.16778,0.31177,0.07622,13.4634,68.9,0.99936,0.27165,2387,2306,50692,71,60.10601,488.4979,15.29971,4.37135,9.56232,1.63926
1027,272,62200,0.06153,0.1655,2.43,0.03346,0.4564,0.14715,0.16781,0.19858,0.27254,10.92766,70.8,0.99825,0.47839,2599,2399,13961,84.6,94.0087,823.62846,9.12025,0,37.8841,0
48011,436,60500,0.05587,0.19227,2.58,0.13827,0.42716,0.07994,0.10196,0.1837,0.11413,1.00697,90.8,1,0.46089,2057,2111,2863,0,83.79888,311.91806,9.31099,0,9.31099,0
39003,446,81800,0.06691,0.14166,2.52,0.01865,0.46204,0.17875,0.11407,0.25671,0.05117,109.40089,87.5,0.99937,0.46337,3090,3119,178575,96,79.92772,463.98643,10.60172,3.04223,5.25476,2.21253
13189,389,74600,0.07117,0.11907,2.62,0.02647,0.48661,0.26106,0.18285,0.25628,0.28062,34.32267,72,0.99588,0.44463,3574,3082,31987,125.6,83.83967,698.03589,17.89836,17.42735,10.83322,0.47101
55111,508,107500,0.06459,0.14474,2.51,0.06099,0.47317,0.11741,0.07113,0.23789,0.08577,29.00684,88.2,0.99931,0.55457,3492,3749,85752,53.4,70.62019,304.93436,7.06202,4.70801,12.31326,0.36216
5137,349,64200,0.0547,0.18558,2.38,0.06905,0.4376,0.0976,0.1861,0.18233,0.24952,9.42152,71.9,0.99913,0.463,1459,1278,10031,48.4,90.44265,1050.52613,13.04461,1.73928,101.74798,0.86964
41063,451,111300,0.04899,0.18876,2.35,0.10947,0.46002,0.10077,0.13867,0.21872,0.18205,1.23993,92.1,1,0.61791,4237,4352,11275,62.4,83.03349,435.92582,4.15168,2.76778,41.51675,1.38389
42007,438,85000,0.05435,0.18424,2.44,0.00326,0.46826,0.16362,0.0917,0.23415,0.05635,179.09537,89.1,0.99881,0.46572,3314,3410,270610,56.2,90.40196,470.91703,7.00064,5.07133,11.41049,2.09468
28061,315,51200,0.06948,0.13896,2.68,0.04948,0.46002,0.24697,0.22437,0.11641,0.27936,11.34763,76.9,0.99862,0.50747,2002,1962,17666,82.4,87.60813,942.75167,19.28481,25.89674,48.48752,0.551
29083,394,64200,0.05964,0.18289,2.37,0.0611,0.46,0.13659,0.14107,0.2413,0.12952,14.60682,82.6,0.99342,0.5073,3782,3768,25229,73.4,105.92354,674.63745,7.27372,3.18225,12.2744,6.3645
8109,404,73900,0.06794,0.10833,2.56,0.09938,0.44599,0.1626,0.22393,0.22903,0.25105,0.9743,73.1,1,0.46426,2866,2655,9960,46.6,49.01132,731.78976,11.83032,3.38009,69.29187,0
37037,579,127200,0.06274,0.15265,2.47,0.02919,0.46452,0.14197,0.09575,0.21079,0.20161,31.27773,82.5,0.99892,0.66655,1935,1730,51513,59.2,72.97938,406.45462,9.73058,8.31154,32.84072,0.20272
49033,354,84300,0.07241,0.14125,3.01,0.0923,0.37783,0.04598,0.10097,0.04319,0.21013,2.34121,94.1,1,0.513,4254,3685,4454,0,40.79551,290.66803,5.09944,15.29832,0,0
40001,342,45400,0.07525,0.1205,2.76,0.07372,0.44509,0.17334,0.22673,0.23814,0.21622,14.50136,75.4,0.99901,0.318,2202,2256,39481,99,83.65814,789.99905,11.40793,12.83392,45.15638,0.47533
39085,623,127900,0.06112,0.14085,2.5,0.00139,0.47179,0.1435,0.04998,0.21585,0.02491,409.65339,90.1,0.99925,0.53332,3394,3757,420443,54.2,71.16139,333.1707,7.29635,9.71382,5.40633,2.15374
51775,550,104200,0.04898,0.16762,2.32,0,0.50105,0.17512,0.06243,0.30991,0.03759,713.02262,86.3,0.99706,0.50131,2978,2885,30315,100.8,95.76918,472.78458,6.06134,0,3.6368,2.02045
51121,535,114600,0.04759,0.08615,2.4,0.00616,0.45364,0.13775,0.20736,0.42755,0.13161,83.78497,87.9,0.99715,0.48611,1863,2135,94696,49.4,44.12345,467.06286,6.21794,5.50048,7.65285,0.59788
47065,510,94700,0.0599,0.13839,2.41,0.00244,0.47242,0.2007,0.11792,0.31502,0.04467,248.30765,85,0.99904,0.47912,3873,3590,278342,103.2,79.96207,537.12942,12.30935,9.19142,10.39312,1.33162
35035,441,78800,0.07416,0.11712,2.66,0.00851,0.43318,0.16087,0.1884,0.26004,0.28994,4.41742,83.5,0.86902,0.34939,1772,1667,63179,62.6,52.32913,571.44692,9.95217,6.74179,15.4098,1.92623
35003,392,82000,0.04177,0.18826,2.23,0.04883,0.4255,0.11527,0.24273,0.12088,0.32182,0.36779,88.1,0.99857,0.59611,2699,2514,4850,0,56.44934,795.93565,8.4674,0,160.88061,0
1091,305,65900,0.06762,0.14584,2.55,0.01988,0.47052,0.27134,0.25755,0.17972,0.27876,10.36498,79.9,0.99581,0.50894,3394,3503,31518,175.8,88.29141,1017.34771,16.85967,7.54248,53.68472,0
56023,464,95300,0.0678,0.12352,2.75,0.04927,0.42688,0.06839,0.08886,0.14434,0.15693,1.67875,91.2,0.99897,0.58794,4588,4379,27299,64.6,48.03404,241.54258,10.97921,3.431,7.54821,0
29011,354,55800,0.07663,0.16466,2.53,0.12487,0.45715,0.12122,0.12814,0.2396,0.12923,9.10223,86.3,0.99803,0.47428,2412,2560,13851,47,85.32015,448.13013,7.17646,3.98692,10.366,4.78431
48057,440,56400,0.07827,0.13266,2.75,0.01414,0.42378,0.14699,0.16177,0.19779,0.16019,19.98399,74.9,0.99798,0.33317,5043,3908,31241,42.2,58.11982,566.66828,10.17097,27.12258,16.46728,0.48433
51735,697,153400,0.05075,0.11361,2.75,0,0.45159,0.10415,0.04427,0.15419,0.05395,277.06186,92.6,0.97021,0.61084,2490,2439,15603,84.4,60.52222,325.09078,6.05222,4.32302,6.05222,1.72921
54075,355,64000,0.0495,0.17271,2.3,0.04665,0.4328,0.11956,0.16515,0.09955,0.19041,8.07623,77,1,0.39886,2695,2570,11919,94.6,88.70879,879.42175,10.9517,0,84.32811,6.57102
48077,394,48100,0.05824,0.16073,2.52,0.06533,0.45164,0.09965,0.10185,0.14684,0.1843,4.54719,89.3,0.99206,0.4851,3572,3903,19516,85.8,83.59077,531.52826,4.54298,2.72579,7.26876,0
51095,703,167300,0.05632,0.16833,2.47,0.00096,0.46489,0.12145,0.06239,0.21004,0.06802,145.34005,92.3,0.98582,0.80252,2594,1593,0,55.8,55.92283,344.68421,5.82096,8.73145,5.61307,2.4947
31101,404,69300,0.05724,0.18366,2.37,0.06242,0.46866,0.10217,0.09161,0.1939,0.23619,4.87911,84.3,1,0.4471,3089,3062,16004,87.6,90.14085,351.5493,5.6338,13.52113,19.15493,0
31137,378,71400,0.06217,0.18098,2.47,0.06853,0.46187,0.08277,0.08598,0.24409,0.07206,7.76154,90.9,1,0.45891,3033,3098,18641,35.8,98.49184,269.82661,7.1817,9.23361,8.20765,0
22019,465,80500,0.07219,0.11853,2.61,0.00204,0.45267,0.20576,0.15025,0.25669,0.18034,70.9491,81.2,0.99895,0.44739,3210,3117,239034,98.8,68.47263,634.01189,15.96061,13.07353,12.36538,0.05447
22111,351,63900,0.06977,0.1491,2.52,0.03421,0.46399,0.18918,0.18191,0.15295,0.2875,12.38947,80.7,0.9992,0.4766,1903,1909,20880,55,89.46191,697.27667,14.03324,8.77078,28.94356,0
40135,354,59800,0.07085,0.13487,2.61,0.01986,0.4547,0.16043,0.19535,0.21653,0.22143,25.14025,78,0.9977,0.35718,1814,1811,52999,79.4,81.08386,886.27733,8.72421,10.26378,22.06713,3.07913
1049,370,67200,0.06794,0.13781,2.53,0.04262,0.4542,0.13541,0.15191,0.19058,0.25236,36.05944,66.7,0.99867,0.3726,1718,1764,72216,70.8,80.36989,741.9475,11.94688,4.34432,26.53137,0.46546
36101,468,66200,0.06146,0.15164,2.49,0.02369,0.46867,0.15764,0.12982,0.2272,0.1636,33.12557,86.8,0.99924,0.42452,4589,5004,307975,70.2,80.12074,642.99171,8.30582,2.1271,23.49938,0.70903
42053,337,57300,0.03599,0.19915,2.29,0.00506,0.42532,0.1009,0.1575,0.03977,0.19136,20.32374,80.7,0.99696,0.49414,2899,2727,8014,183.4,117.26648,857.25839,8.08734,0,54.58957,0
22105,427,85400,0.07214,0.10628,2.66,0.0126,0.46183,0.23017,0.2199,0.2392,0.2391,51.62229,79.2,0.9978,0.48318,3341,3153,111905,74,71.87736,745.91403,16.60238,12.32751,16.60238,0.09942
51179,842,156400,0.07758,0.05921,3.01,0.00232,0.44429,0.1146,0.03394,0.18675,0.04588,116.16423,91.3,0.9316,0.59986,2424,2437,174046,51.8,29.42258,257.66393,8.6537,4.21868,5.51673,0.54086
26109,353,63400,0.05848,0.17342,2.36,0.02176,0.45742,0.13232,0.11273,0.15822,0.11577,13.07019,89,0.99936,0.43718,2323,2331,29006,51.6,97.92308,437.10021,6.71247,3.15881,26.06018,1.18455
18073,486,105700,0.06913,0.12439,2.72,0.04201,0.4322,0.0996,0.06401,0.21387,0.07458,20.06895,86.9,1,0.42855,3184,3006,33149,38.8,67.23696,417.73458,7.65569,8.32141,0,0.66571
13025,382,60900,0.07355,0.10103,2.68,0.01921,0.42984,0.13821,0.1549,0.10986,0.57627,14.60396,75.2,0.99279,0.42908,1856,1848,21948,96.6,59.47091,931.02741,6.15216,11.62075,19.82364,0.68357
13171,441,79900,0.06134,0.12569,2.64,0.02407,0.46928,0.21745,0.10571,0.25631,0.18877,33.24857,74,0.99935,0.48316,2052,2085,17171,82,69.13022,727.75264,13.19759,18.22524,11.31222,0
18151,520,106200,0.06621,0.1185,2.53,0.03288,0.4553,0.1221,0.06485,0.16075,0.17604,56.15768,89.7,0.99956,0.42591,2272,2302,37136,78.6,65.3339,323.35762,10.23665,0,12.04311,0.60216
48361,472,66100,0.06723,0.12683,2.65,0.00227,0.44229,0.16052,0.13556,0.20753,0.19672,97.58979,86.6,0.9993,0.34609,2823,2659,113634,71.6,77.32505,618.71808,9.76861,19.77262,11.18094,1.05925
39047,489,85800,0.06704,0.14406,2.51,0.03784,0.46006,0.16171,0.09883,0.31023,0.05654,29.27837,82.7,0.99951,0.41128,3699,3845,35278,26.2,94.60838,481.13108,9.84771,9.1443,1.40682,0.70341
25015,631,142400,0.0456,0.12037,2.39,0.00459,0.51479,0.16228,0.08266,0.33461,0.01501,110.85194,91.7,0.99823,0.52262,2251,2353,206085,40.2,59.96677,355.07156,5.71425,3.21837,7.55332,0.78817
21003,357,69300,0.06584,0.13691,2.55,0.09612,0.43782,0.13288,0.17107,0.17984,0.25369,23.27805,73,1,0.41517,1571,1457,15277,67.2,79.21348,861.23596,10.11236,5.61798,51.1236,0
37001,557,107200,0.06432,0.14116,2.46,0.00784,0.48171,0.1837,0.10843,0.27774,0.15313,128.98672,81.1,0.99977,0.492,2136,2136,144678,109.2,74.15902,498.85321,11.31499,5.9633,11.54434,0
20073,322,35300,0.05474,0.22807,2.31,0.08993,0.44936,0.0994,0.12173,0.18792,0.13644,3.74933,89.8,1,0.29702,2431,2433,9635,150.4,132.93366,628.17672,7.81963,0,32.58178,3.90981
25025,791,187300,0.05585,0.11041,2.34,0,0.49274,0.32597,0.18109,0.62958,0.00182,4998.63295,83.2,0.99916,0.39029,5727,3984,960746,63.6,59.98779,723.92713,11.72792,32.66131,7.77029,0.52189
16051,433,91900,0.08932,0.09267,3.23,0.07617,0.42663,0.08279,0.10358,0.14204,0.17433,5.74113,83.4,0.9985,0.54508,2186,2489,39239,83.2,45.41895,361.78544,12.52937,1.04411,14.61759,1.04411
48177,313,48500,0.06973,0.1676,2.69,0.10033,0.43127,0.17053,0.18193,0.25555,0.22236,7.67408,67,0.99916,0.3375,3190,3131,25918,46.6,90.72364,604.4664,10.73653,34.35688,44.01976,1.07365
47115,420,76100,0.05948,0.1291,2.49,0.00857,0.42678,0.15718,0.13922,0.17578,0.24539,24.3599,73.6,0.99992,0.41176,1636,1826,29713,60.8,84.60542,888.17684,9.72062,0.72005,29.52189,1.08007
26007,370,78100,0.0548,0.17107,2.4,0.0237,0.46611,0.13239,0.10468,0.17483,0.07633,26.62893,87.1,0.99259,0.48173,6827,6698,57195,67.2,86.54276,676.05544,4.47084,7.6643,5.10954,2.55477
21231,313,55400,0.06696,0.13628,2.49,0.05034,0.4728,0.14401,0.29042,0.19032,0.24834,21.30823,68.8,1,0.36119,1432,1527,22234,58.4,75.7918,1398.38378,9.53672,22.08503,98.37876,3.51353
47185,392,76300,0.06043,0.15297,2.47,0.05359,0.46087,0.14725,0.14038,0.18251,0.20626,27.06198,72.4,0.99937,0.41758,1479,1453,19221,54,92.63267,832.82833,9.52299,0,23.3746,0.43286
48147,432,54500,0.05797,0.16081,2.51,0.04667,0.45747,0.14293,0.12413,0.21758,0.15752,14.45622,81.1,0.99962,0.3743,1888,1941,38919,44.8,103.38647,539.33807,8.00205,3.20082,15.68402,1.92049
20043,379,54700,0.06364,0.16172,2.48,0.09262,0.44495,0.12683,0.11274,0.23159,0.17254,8.89643,85.1,0.99617,0.43205,3896,3776,21003,25,86.07104,339.43508,8.48588,4.84907,9.69815,1.21227
48265,536,96600,0.0534,0.24873,2.35,0.01714,0.47242,0.13342,0.13914,0.23482,0.19078,18.28735,84.5,1,0.51671,2019,2145,63744,55,101.25306,477.17225,7.55962,11.45397,12.1412,1.37448
12053,550,87300,0.04515,0.3085,2.32,0.00557,0.47403,0.11999,0.10173,0.11885,0.21369,131.14298,85,0.99818,0.67202,3083,2911,125826,74.2,121.86358,688.67449,6.49837,20.33608,8.40966,1.29967
12129,506,96200,0.05914,0.10279,2.57,0.01824,0.47087,0.16803,0.10659,0.13635,0.42546,16.18699,84.1,0.99946,0.62879,2643,2438,38365,106.6,59.92215,527.92722,8.74776,26.68066,25.3685,1.31216
12131,486,96400,0.05315,0.1584,2.35,0.01788,0.46216,0.14992,0.13736,0.11942,0.22064,27.5001,83.6,0.99513,0.66614,2694,2578,48350,41.6,83.00288,719.19411,6.40378,22.90584,18.22615,1.2315
28017,349,51400,0.07649,0.13529,2.65,0.02207,0.46855,0.24731,0.19758,0.20085,0.2625,15.91235,72.1,1,0.46595,1833,1757,19425,99.6,84.36214,879.62963,14.9177,7.20165,31.893,1.54321
2130,775,165000,0.06852,0.07882,2.56,0.00092,0.47208,0.16758,0.06397,0.34111,0.05951,5.04209,92.8,0.97761,0,5892,6027,22022,54,51.17271,422.88557,27.71855,27.00782,37.6688,7.10732
26035,397,70500,0.05808,0.17273,2.42,0.01638,0.46678,0.13613,0.15737,0.10117,0.17482,39.21842,82.3,0.99969,0.46611,3059,2922,55595,100,96.63382,864.90465,8.31947,4.79969,29.43812,2.87982
20157,288,35300,0.04524,0.26101,2.23,0.1683,0.45388,0.07359,0.08826,0.17218,0.04786,4.34546,93.1,1,0.45776,3329,3255,8563,45.4,130.2485,344.47301,5.14139,0,17.13796,0
12127,597,87300,0.04885,0.22062,2.32,0.00213,0.46848,0.16739,0.11257,0.21546,0.11452,192.10333,86.7,0.99874,0.54997,3213,3285,527440,62.8,102.44889,574.02508,8.2329,33.40529,7.12766,1.8947
40017,510,84600,0.0676,0.09537,2.71,0.01773,0.45841,0.12508,0.07698,0.195,0.07139,37.7555,90.3,0.99643,0.54567,2010,2059,117458,74.4,53.70765,342.20099,8.6662,1.71044,10.6047,1.25432
13115,476,83500,0.06592,0.13929,2.55,0.00592,0.47299,0.18229,0.13844,0.30854,0.09827,71.35619,75.8,0.99933,0.37777,4569,4195,134104,78.8,83.91763,687.57246,10.37929,9.05427,9.93761,0.99376
32001,595,117100,0.08006,0.11947,2.64,0.03378,0.43835,0.14323,0.08511,0.31299,0.24887,1.97441,88.3,0.92878,0.44221,3784,3685,37472,57.2,61.29597,444.50004,12.0924,6.67167,11.25844,0.41698
31181,301,38300,0.05171,0.24304,2.28,0.1768,0.46122,0.07685,0.10859,0.1856,0.04767,3.43022,83.8,0.99844,0.44743,3884,3685,6681,125,113.27259,411.22876,7.38734,0,12.31224,0
17067,363,58200,0.05571,0.18265,2.45,0.08474,0.46365,0.10935,0.08171,0.17724,0.08306,11.21165,88.4,0.99934,0.4706,2551,2487,26040,46.6,94.42871,356.84111,6.95791,2.98196,13.41882,0.99399
46067,314,42000,0.0592,0.26229,2.43,0.23344,0.45359,0.06338,0.12409,0.19249,0.03696,4.32691,80.5,1,0.44681,2479,2627,12861,44.6,120.12384,266.25387,6.19195,7.43034,18.57585,0
41013,538,100000,0.06537,0.14691,2.57,0.06084,0.44272,0.11115,0.11094,0.2287,0.24347,2.77373,85.3,1,0.53967,3663,2545,26022,101.4,74.02773,592.22188,8.34115,0,10.42644,2.08529
50011,539,99300,0.07079,0.11018,2.67,0.0401,0.47517,0.13572,0.08832,0.21797,0.10198,30.12385,87.2,0.99792,0.47251,2152,1976,68481,84.8,57.46747,454.45538,7.48618,2.64218,16.954,0.66055
26103,398,77200,0.05067,0.13521,2.35,0.00172,0.47496,0.13896,0.10199,0.2367,0.07096,18.05387,90.9,0.99826,0.51343,3443,3526,72708,52.8,75.03791,460.5935,4.17737,9.43776,15.47173,2.78491
9007,701,166000,0.06211,0.13597,2.43,0.00237,0.47926,0.1327,0.04457,0.25438,0.01342,182.21578,91.5,0.99871,0.56266,2691,2608,245371,52.6,67.38849,323.07782,7.86736,5.73931,2.25703,1.03179
37057,464,98600,0.06546,0.1275,2.5,0.0094,0.46766,0.148,0.0994,0.24047,0.17728,113.07072,77.6,0.99941,0.46576,1973,1882,169255,82.8,66.82694,538.48661,11.13782,14.39768,16.29925,0.20374
17025,348,51500,0.059,0.19176,2.41,0.08434,0.46756,0.12541,0.11477,0.18392,0.18111,13.626,85.4,1,0.44327,3260,3265,21158,23.2,109.2033,503.43407,8.92857,1.37363,11.67582,0
29103,282,37800,0.06145,0.21234,2.38,0.19537,0.429,0.10107,0.17634,0.17436,0.0997,4.58168,85.8,1,0.46411,2371,2282,4948,41.6,110.0665,593.90048,6.87916,20.63747,48.15409,2.29305
29117,357,61400,0.06134,0.18972,2.38,0.08841,0.47517,0.12658,0.11623,0.26024,0.09896,12.09871,85.7,0.99839,0.45006,2540,2593,20657,107.6,109.90521,391.5373,8.24289,17.8596,4.12145,3.43454
42117,421,72000,0.054,0.15972,2.48,0.03913,0.46034,0.12197,0.12905,0.19062,0.18529,17.54651,86,0.99944,0.43468,2428,2652,60315,58.6,90.15542,573.32077,5.31748,11.84347,16.67754,1.93363
31043,516,81200,0.08749,0.09944,2.81,0.02405,0.46504,0.16546,0.11179,0.30739,0.13669,28.53677,74.8,0.99905,0.31581,2122,2075,28300,79.4,63.69427,339.70276,12.34385,0.98751,0.98751,0
26089,565,165400,0.0509,0.17373,2.48,0.02817,0.46108,0.09653,0.05341,0.09762,0.05535,38.15824,91.4,0.99857,0.68488,2370,2599,31055,70.8,59.66192,313.93532,5.20858,17.04626,11.36417,2.36754
51181,402,88100,0.05638,0.14072,2.61,0.06941,0.47334,0.19207,0.10748,0.18124,0.23315,11.80264,79.6,0.99941,0.63333,3231,2706,12441,87.6,67.35979,626.73891,10.2504,0,39.53727,0
48391,366,42600,0.05953,0.1662,2.59,0.03385,0.44298,0.17609,0.17489,0.20414,0.13655,4.76364,71.8,0.99883,0.41658,3890,3490,12194,52.4,91.97752,581.24681,10.21972,17.88452,38.32397,0
39017,569,123200,0.06943,0.10684,2.61,0.00552,0.46516,0.14962,0.08397,0.26965,0.03818,277.76874,86.2,0.99875,0.52216,2997,3244,481307,82,60.51555,436.76966,9.76542,10.27623,6.70058,0.78123
13273,314,59300,0.07748,0.1299,2.69,0.01987,0.48961,0.32933,0.27976,0.30224,0.18767,13.29875,66.4,0.99956,0.40255,2283,2396,14592,118.6,91.1577,834.09298,18.23154,34.63993,22.78943,0.91158
13063,699,92700,0.0834,0.05887,2.84,0.00052,0.49245,0.28246,0.09933,0.37472,0.04397,606.23335,82.9,0.98979,0.42043,2578,2529,389723,93.6,39.828,530.10989,15.13633,11.62707,7.52589,0.29596
56013,381,89300,0.06544,0.13267,2.58,0.04687,0.47622,0.15595,0.17191,0.23647,0.19761,1.6925,88.9,0.9987,0.49134,4377,4137,103777,96.8,66.75232,408.05497,12.00983,2.51369,44.96704,0.8379
18115,463,97100,0.05869,0.13747,2.53,0.06491,0.45108,0.11776,0.07078,0.20297,0.14522,27.95203,83.4,0.99831,0.51894,4946,5128,6564,0,65.80117,380.57976,8.89205,0,16.00569,0
13073,620,118000,0.06942,0.07985,2.85,0.00465,0.45175,0.13062,0.05085,0.16695,0.13562,114.89604,90.8,0.97591,0.61992,2171,2078,128600,64,40.99095,357.15886,8.73578,3.35991,9.63175,3.8079
8115,301,57100,0.05643,0.22097,2.31,0.1012,0.45522,0.09589,0.09829,0.22639,0.07931,2.52991,81.4,1,0.49181,5421,5693,4874,0,109.21005,480.52421,3.64034,14.56134,0,0
30065,350,54600,0.04937,0.17501,2.33,0.08228,0.4545,0.10041,0.19502,0.18731,0.20414,1.24093,83.9,1,0.51279,2104,2120,5631,87,97.84301,567.0447,15.56593,4.44741,62.26373,0
42043,557,99900,0.06152,0.14235,2.39,0.00346,0.47942,0.20092,0.09415,0.31974,0.03525,211.56504,87.9,0.99741,0.51442,3846,4112,460068,67,77.24446,427.72381,10.52431,10.64345,7.82373,6.3543
46101,381,58500,0.06202,0.14936,2.58,0.19879,0.463,0.12145,0.09447,0.25173,0.06922,5.2822,87.9,1,0.4934,2073,2459,10385,147.4,84.91281,204.70053,9.0978,12.1304,16.6793,3.0326
54079,496,102900,0.06521,0.11555,2.56,0.01089,0.44992,0.11706,0.09275,0.14828,0.17372,62.44693,88.6,0.99626,0.48034,1847,1882,65349,73.6,63.38561,576.0918,8.33511,1.16304,22.48541,5.42751
34037,790,157700,0.06808,0.09123,2.8,0.00858,0.44927,0.10494,0.03949,0.15553,0.0138,108.44492,92.8,0.99905,0.51437,3569,3504,345757,41,55.69968,297.29617,7.90755,4.99424,4.50869,1.94221
20039,354,43600,0.04522,0.26181,2.24,0.12068,0.42937,0.08554,0.11089,0.1966,0.05052,2.03794,88.4,1,0.44585,3058,3046,5582,0,109.44701,351.38249,2.88018,34.56221,5.76037,0
18123,370,71200,0.05402,0.14911,2.45,0.02916,0.47008,0.12956,0.0881,0.18339,0.15165,21.56061,81.9,0.99957,0.44923,3273,3300,22251,135.8,84.13144,432.82713,6.87867,2.64564,20.10688,0
28145,401,68300,0.07369,0.14135,2.57,0.03127,0.45407,0.14948,0.12554,0.20481,0.18339,25.7396,73.4,0.99799,0.48084,1663,1908,33584,81,80.82959,702.62598,16.16592,5.91436,20.89741,0
31015,261,22500,0.05045,0.24282,2.36,0.25759,0.44865,0.05672,0.14766,0.14296,0.17781,2.60346,90.9,1,0.45529,5539,4367,6400,111.2,94.33962,328.13782,8.20345,8.20345,24.61034,0
27095,409,91000,0.06198,0.16131,2.53,0.05777,0.46886,0.1367,0.09333,0.16452,0.14159,18.22027,87.5,0.99938,0.60654,3553,3313,46603,66.8,81.95253,454.09763,4.92611,11.64353,31.79579,0
38099,361,52100,0.05739,0.19291,2.39,0.07402,0.46512,0.11352,0.10743,0.20236,0.08494,4.49155,82.3,1,0.39406,2171,1972,12220,73,101.70312,477.84325,8.07168,34.70821,19.37202,0
39115,347,66800,0.06062,0.15621,2.5,0.03605,0.44204,0.13906,0.18064,0.16484,0.23845,18.60604,83.5,0.99708,0.44358,3776,3833,30274,124.8,87.93717,859.2334,7.38404,5.37021,71.82654,1.34255
39133,544,123000,0.06114,0.10975,2.56,0.0101,0.47467,0.14569,0.08809,0.26969,0.09175,122.0496,89.9,0.99909,0.51431,3437,3578,218366,42.8,54.45183,356.10709,8.61496,7.23394,7.82581,2.43323
56041,433,89400,0.08211,0.0698,2.84,0.01408,0.44888,0.13153,0.0969,0.21059,0.23306,3.84837,89.9,0.99861,0.42463,5222,4338,43247,97.4,37.99007,352.04133,18.74177,0,5.06534,0
32013,531,117400,0.08034,0.07531,2.77,0.01844,0.42676,0.10517,0.09555,0.22347,0.42321,0.72078,81.9,1,0.35167,4559,4556,27960,56.6,41.5994,478.0827,12.41773,0,11.79685,1.86266
48247,366,32400,0.07915,0.14618,2.89,0.00814,0.42458,0.19485,0.25469,0.17591,0.15165,2.03149,58.4,1,0.34369,3168,2928,9456,53.4,64.38175,676.00833,13.25507,11.36149,13.25507,0
8017,362,62400,0.06365,0.16585,2.5,0.18646,0.42402,0.08292,0.10937,0.20453,0.19819,0.62032,88,1,0.49798,8238,8600,7627,0,53.78754,291.34917,13.44689,0,0,0
41005,702,199000,0.06469,0.11061,2.62,0.02066,0.45341,0.12596,0.06492,0.2706,0.08428,73.30917,91.3,0.9992,0.56703,2869,2981,541500,42.8,57.03461,375.71921,6.59001,5.64436,5.4375,1.80265
5113,361,57100,0.06708,0.17,2.49,0.05463,0.44816,0.11681,0.17964,0.18807,0.2029,10.74728,77.8,0.99899,0.3797,1793,1701,23514,109.6,101.33966,750.40783,18.29057,0,36.08681,0
13193,331,54200,0.07112,0.12726,2.71,0.03808,0.48792,0.33821,0.23995,0.23731,0.28208,13.62577,68,0.99792,0.35392,2482,2598,19290,120,80.2899,903.0837,17.76325,6.39477,34.81597,2.13159
